0;3;1;7704;0
291;2;2;12897;15
824;1;3;14793;17
1291;6;4;7528;44
1470;7;5;8019;18
1669;5;6;13201;16
1992;7;7;14743;16
2360;1;8;7689;32
2597;2;9;9454;17
3021;6;10;8686;45
3234;9;11;3007;28
3392;2;12;11397;42
3893;6;13;8543;45
4110;5;14;10007;35
4364;3;15;5010;21
4563;4;16;11403;20
4904;6;17;12923;40
5215;10;18;5488;36
5411;10;19;7469;0
5720;4;20;12766;42
6066;2;21;12173;10
6572;7;22;4550;19
6708;1;23;7040;32
6942;7;24;8672;32
7140;7;25;9510;0
7367;4;26;14835;10
7772;5;27;6786;14
7943;1;28;1940;13
8021;4;29;6489;22
8212;3;30;7573;20
8521;6;31;13347;38
8850;2;32;6550;45
9112;2;33;11464;0
9586;3;34;11578;15
10040;10;35;11462;40
10481;5;36;10443;31
10745;3;37;11497;21
11176;4;38;1820;20
11264;6;39;13449;40
11569;7;40;2969;18
11662;9;41;13372;25
12224;1;42;10438;47
12546;10;43;6304;23
12814;4;44;3366;42
12922;8;45;13969;19
13295;10;46;9341;48
13677;2;47;13029;48
14214;3;48;4870;15
14436;7;49;4012;48
14547;2;50;5825;19
14780;2;51;14070;0
15388;6;52;13320;45
15717;2;53;9957;45
16160;8;54;10704;44
16434;1;55;1235;25
16514;6;56;7254;44
16687;8;57;2918;18
16763;7;58;10376;8
17024;9;59;8140;25
17376;5;60;11575;38
17646;5;61;2682;0
17740;10;62;1863;31
17855;8;63;13516;48
18188;5;64;6822;18
18347;5;65;2597;0
18408;5;66;5431;0
18553;8;67;5282;18
18724;10;68;13824;48
19260;4;69;2902;42
19377;6;70;5652;40
19516;7;71;9496;18
19751;2;72;11631;19
20227;4;73;8529;10
20472;9;74;1663;20
20565;3;75;9641;29
20931;5;76;2454;21
21007;8;77;6096;18
21155;9;78;1309;6
21252;10;79;7975;46
21585;2;80;4135;48
21751;2;81;5161;0
21973;3;82;13720;15
22501;6;83;4064;38
22606;7;84;7099;18
22787;2;85;10854;19
23232;4;86;11221;10
23570;10;87;2287;42
23675;1;88;12766;23
24063;10;89;4078;23
24240;7;90;4148;31
24367;1;91;7197;32
24590;2;92;12838;17
25148;8;93;5771;44
25301;6;94;6681;18
25479;5;95;14667;35
25852;10;96;12557;31
26324;1;97;5650;23
26503;2;98;6158;17
26760;4;99;4326;10
26884;2;100;3408;10
27063;9;101;6860;42
27373;10;102;8496;46
27717;3;103;10525;40
28108;2;104;10784;15
28555;3;105;1795;15
28643;1;106;11281;23
29013;9;107;13494;47
29574;2;108;10898;42
30010;2;109;6387;0
30281;3;110;4238;15
30481;7;111;4795;48
30622;1;112;3273;32
30741;8;113;8286;25
30934;8;114;9703;0
31208;10;115;11097;48
31636;5;116;11308;31
31912;1;117;7981;13
32163;4;118;9696;22
32459;6;119;9975;40
32672;6;120;1325;0
32746;2;121;12574;45
33249;2;122;5924;0
33534;10;123;4183;48
33684;10;124;2766;0
33831;2;125;7657;48
34153;3;126;14883;15
34708;1;127;14384;23
35132;5;128;9258;13
35362;4;129;11448;14
35683;8;130;11511;19
35999;10;131;8396;48
36347;8;132;8743;48
36569;6;133;5366;18
36702;8;134;5603;18
36851;6;135;8881;18
37085;2;136;7714;45
37436;9;137;3544;42
37620;1;138;13131;47
38013;2;139;10454;17
38447;3;140;8206;15
38779;6;141;9194;38
39010;5;142;7074;35
39175;5;143;7612;0
39371;8;144;2072;18
39445;1;145;11837;25
39807;3;146;12026;23
40266;9;147;12528;29
40795;1;148;10274;47
41089;1;149;9098;0
41374;8;150;9626;25
41616;6;151;10369;18
41837;6;152;9190;0
42073;4;153;11754;40
42393;2;154;12912;10
42958;10;155;9572;48
43331;5;156;11026;31
43623;6;157;4899;35
43766;3;158;6370;38
44017;1;159;5979;23
44188;1;160;2687;0
44297;7;161;9751;32
44529;4;162;11561;10
44834;4;163;6396;0
45013;7;164;14818;10
45369;2;165;6291;19
45663;9;166;8855;42
46050;10;167;9655;46
46395;10;168;12944;0
46858;10;169;13440;0
47386;2;170;10874;48
47836;3;171;12938;15
48314;2;172;6705;15
48593;4;173;8189;10
48829;3;174;8969;20
49188;6;175;10390;38
49428;7;176;10541;18
49684;5;177;9937;16
49929;1;178;13607;13
50340;4;179;12805;22
50697;3;180;13837;20
51207;2;181;3718;15
51400;8;182;8525;44
51599;8;183;13448;0
51912;8;184;13512;0
52266;3;185;6254;39
52510;4;186;3325;20
52618;3;187;6239;20
52870;9;188;11576;29
53354;5;189;13620;38
53671;5;190;12476;0
53986;2;191;1875;24
54071;4;192;7393;10
54285;8;193;3068;19
54382;1;194;4891;25
54554;7;195;2240;32
54621;5;196;3022;16
54708;7;197;4002;16
54817;6;198;2355;18
54913;2;199;9729;45
55322;7;200;7084;19
55491;8;201;6347;8
55678;3;202;4076;39
55824;3;203;7182;0
56102;5;204;2744;21
56204;9;205;4533;38
56417;5;206;7423;38
56590;5;207;7048;0
56792;9;208;2033;38
56871;9;209;4735;0
57060;8;210;9894;6
57297;9;211;8305;6
57646;3;212;3810;29
57812;9;213;4520;29
58014;6;214;1136;28
58067;9;215;11256;28
58525;7;216;12767;25
58864;3;217;14944;48
59413;2;218;11190;15
59905;8;219;3411;44
60029;2;220;5600;44
60272;7;221;14126;19
60610;5;222;6010;16
60766;7;223;1476;16
60808;8;224;3867;8
60916;5;225;7931;18
61122;3;226;13074;21
61618;9;227;14848;29
62215;7;228;3687;25
62331;1;229;2107;32
62414;4;230;1328;22
62491;10;231;7266;42
62793;4;232;2068;42
62858;7;233;9342;10
63090;2;234;6832;19
63374;4;235;2108;10
63450;3;236;9819;20
63824;1;237;7142;23
64052;10;238;13450;23
64556;1;239;13957;23
64999;6;240;12876;44
65273;6;241;5543;0
65409;7;242;5342;18
65547;5;243;11692;16
65850;10;244;5029;31
66072;4;245;13796;42
66446;7;246;10850;10
66718;9;247;3216;25
66880;5;248;4398;38
66999;7;249;6497;16
67155;8;250;1787;8
67203;9;251;5412;6
67412;9;252;5594;0
67657;3;253;10305;29
68065;8;254;6844;39
68250;1;255;11057;25
68583;2;256;3422;17
68765;6;257;7845;45
68932;6;258;9228;0
69157;9;259;1128;28
69226;7;260;13075;25
69524;7;261;13517;0
69864;1;262;6767;32
70071;5;263;9226;13
70304;8;264;13973;18
70654;1;265;10830;25
70987;3;266;10242;23
71368;2;267;7892;15
71732;10;268;3862;48
71901;5;269;4837;31
72038;2;270;11826;24
72560;10;271;8937;48
72920;3;272;10379;40
73330;8;273;7388;39
73546;2;274;5843;44
73799;7;275;12599;19
74096;4;276;9527;10
74366;8;277;13168;19
74691;5;278;14413;18
75048;3;279;7536;21
75347;9;280;9629;29
75718;9;281;12910;0
76235;4;282;5789;20
76402;5;283;7705;14
76613;10;284;1534;31
76699;5;285;5190;31
76844;2;286;8996;24
77252;10;287;13110;48
77767;9;288;1624;46
77855;7;289;6016;25
77992;7;290;14908;0
78347;5;291;7286;16
78538;3;292;3714;21
78691;4;293;10267;20
79004;10;294;5545;42
79226;1;295;1532;23
79293;10;296;14704;23
79861;4;297;7856;42
80110;10;298;2898;42
80262;2;299;13620;48
80822;3;300;5144;15
81027;5;301;2888;21
81133;9;302;5973;38
81388;7;303;12568;25
81682;8;304;13449;8
82043;10;305;6601;48
82321;4;306;13999;42
82710;9;307;13388;20
83254;3;308;6887;29
83538;6;309;3816;38
83664;1;310;11995;44
84051;6;311;10162;44
84304;10;312;7366;36
84610;4;313;3284;42
84707;2;314;6785;10
85027;10;315;11368;48
85479;9;316;11486;46
85963;2;317;5773;42
86239;6;318;4914;45
86344;6;319;13836;0
86639;6;320;7696;0
86839;10;321;1233;36
86926;4;322;10065;42
87210;8;323;14847;19
87600;2;324;8151;44
87942;3;325;7763;15
88258;6;326;14590;38
88597;9;327;7120;28
88877;8;328;12517;6
89213;2;329;6577;44
89525;10;330;8326;48
89854;7;331;5099;31
90001;10;332;4532;31
90199;6;333;8819;36
90405;8;334;7845;18
90607;4;335;13912;19
90994;9;336;10263;20
91414;7;337;8827;25
91640;9;338;8789;25
91999;4;339;5801;20
92171;8;340;6496;19
92348;1;341;10304;25
92660;2;342;7694;17
92968;2;343;13627;0
93556;9;344;10779;42
93996;7;345;10710;25
94259;2;346;3766;19
94458;10;347;14776;48
95032;9;348;10283;46
95475;1;349;2112;47
95553;2;350;3406;17
95690;2;351;10240;0
96100;2;352;6117;0
96364;7;353;13533;19
96720;3;354;5269;48
96957;7;355;3332;48
97049;5;356;12219;16
97350;7;357;9133;16
97576;6;358;14808;18
97937;2;359;7295;45
98246;1;360;9756;17
98557;7;361;2319;32
98635;9;362;10448;25
99043;8;363;9778;6
99271;8;364;10936;0
99526;8;365;3330;0
99622;5;366;4405;18
99746;3;367;8733;21
100073;2;368;5958;15
100357;6;369;11637;45
100633;9;370;5037;28
100852;7;371;9120;25
101092;1;372;7318;32
101319;2;373;5674;17
101591;6;374;6073;45
101756;5;375;12775;35
102054;5;376;9947;0
102299;1;377;7925;13
102539;5;378;2429;13
102614;8;379;7543;18
102808;6;380;1440;18
102884;2;381;8940;45
103287;6;382;7177;45
103458;7;383;4593;18
103581;6;384;2702;18
103679;4;385;3169;40
103777;5;386;6705;14
103949;7;387;11924;16
104252;1;388;2309;32
104318;1;389;6874;0
104528;5;390;7344;13
104723;2;391;5983;24
104978;3;392;13467;15
105507;7;393;12598;48
105842;3;394;11195;48
106265;1;395;2317;23
106376;6;396;1768;44
106459;2;397;12035;45
106941;2;398;1809;0
107031;1;399;10094;17
107345;8;400;14117;25
107674;8;401;6627;0
107877;10;402;5480;48
108115;4;403;2233;42
108196;1;404;4226;22
108330;5;405;6666;13
108499;1;406;6172;13
108699;10;407;2754;23
108798;10;408;12494;0
109287;4;409;10558;42
109584;8;410;13187;19
109916;1;411;12903;25
110285;1;412;5069;0
110474;6;413;6727;44
110656;3;414;12784;38
111161;7;415;14197;48
111516;1;416;5952;32
111719;7;417;8619;32
111915;7;418;10822;0
112171;4;419;13806;10
112575;6;420;9157;40
112798;9;421;1028;28
112867;3;422;10090;29
113268;10;423;3738;40
113425;1;424;1784;23
113523;9;425;5065;47
113724;8;426;5534;6
113859;9;427;13345;6
114419;10;428;13671;46
114950;4;429;10617;42
115249;8;430;14551;19
115594;9;431;3343;6
115751;6;432;8720;28
115977;4;433;11430;40
116297;8;434;7186;19
116483;5;435;4169;18
116580;5;436;6846;0
116764;2;437;3629;24
116927;1;438;1310;17
116997;7;439;6854;32
117201;3;440;6519;48
117454;4;441;3382;20
117585;10;442;6298;42
117850;3;443;11681;40
118289;5;444;11997;21
118584;7;445;12098;16
118869;4;446;10678;10
119160;2;447;8636;10
119550;8;448;10127;44
119804;5;449;10555;18
120064;4;450;4503;14
120197;5;451;9776;14
120441;7;452;9874;16
120691;9;453;5308;25
120938;2;454;10679;42
121408;9;455;13468;42
121955;3;456;13827;29
122469;4;457;5702;20
122630;7;458;10683;10
122892;2;459;3563;19
123045;4;460;8769;10
123296;3;461;13832;20
123819;9;462;9886;29
124200;9;463;11519;0
124673;3;464;9734;29
125042;5;465;6588;21
125231;6;466;14071;35
125575;1;467;1631;44
125645;10;468;10987;23
126074;6;469;5865;36
126199;6;470;13733;0
126510;7;471;11964;18
126813;10;472;11372;31
127256;6;473;7313;36
127450;3;474;12882;38
127951;10;475;1406;40
128033;5;476;4602;31
128155;4;477;11870;14
128510;10;478;9076;42
128881;9;479;14914;46
129461;8;480;2347;6
129541;1;481;8429;25
129805;3;482;7040;23
130077;4;483;5972;20
130255;9;484;5850;20
130518;5;485;13799;38
130863;2;486;12737;24
131392;7;487;6944;19
131581;10;488;7822;31
131861;10;489;1972;0
131980;2;490;6715;48
132273;5;491;6379;24
132440;8;492;7131;18
132654;10;493;5542;48
132888;6;494;5344;36
133046;1;495;5533;44
133252;9;496;8668;47
133614;6;497;7084;28
133793;9;498;2087;28
133902;6;499;8328;28
134115;5;500;3082;35
134203;7;501;14345;16
134546;5;502;1049;16
134609;9;503;9787;38
135011;7;504;13932;25
135353;9;505;7893;25
135682;7;506;11458;25
135968;9;507;6130;25
136229;7;508;10667;25
136497;9;509;12008;25
136997;5;510;14780;38
137359;8;511;8268;18
137591;3;512;2558;39
137706;1;513;9433;23
137999;3;514;4046;23
138182;6;515;13165;38
138499;10;516;7136;36
138785;7;517;14749;31
139129;8;518;7978;8
139363;10;519;10836;48
139786;6;520;5276;36
139917;8;521;10262;18
140174;5;522;9022;18
140402;8;523;3097;18
140483;7;524;3888;8
140580;8;525;3019;8
140690;3;526;11815;39
141135;1;527;7267;23
141365;4;528;2432;22
141439;7;529;5232;10
141589;10;530;4871;31
141805;4;531;6423;42
141975;4;532;14453;0
142396;6;533;3476;40
142515;2;534;13333;45
143094;6;535;3045;45
143177;8;536;2708;18
143279;3;537;3699;39
143412;3;538;2515;0
143525;1;539;10912;23
143850;5;540;13145;13
144187;10;541;1828;31
144284;5;542;7237;31
144469;7;543;3183;16
144558;5;544;3656;16
144660;7;545;10582;16
144926;9;546;10356;25
145331;8;547;4954;6
145495;10;548;5648;48
145739;4;549;8272;42
145979;1;550;8445;22
146221;1;551;12252;0
146604;7;552;10015;32
146848;5;553;2835;16
146949;6;554;12652;35
147264;2;555;4789;45
147473;1;556;14497;17
147935;9;557;2661;47
148058;4;558;5240;20
148238;10;559;13437;42
148760;4;560;6710;42
148956;8;561;13878;19
149318;3;562;13533;39
149822;4;563;1722;20
149882;5;564;14227;14
150234;3;565;14060;21
150776;8;566;8270;39
150977;7;567;13190;8
151302;9;568;2595;25
151440;5;569;11970;38
151732;1;570;7786;13
151987;7;571;9132;32
152227;1;572;5654;32
152421;7;573;13069;32
152727;8;574;9368;8
152993;10;575;9966;48
153391;4;576;7149;42
153590;2;577;9417;10
154011;8;578;2685;44
154092;6;579;11239;18
154372;4;580;6217;40
154555;8;581;9405;19
154792;6;582;4498;18
154923;5;583;8619;35
155145;3;584;1404;21
155196;3;585;4429;0
155384;9;586;3466;29
155518;9;587;13044;0
156026;8;588;3559;6
156157;10;589;14233;48
156706;3;590;7408;40
156971;3;591;12310;0
157434;1;592;9525;23
157751;6;593;5779;44
157914;4;594;2367;40
157987;2;595;10896;10
158468;6;596;10816;45
158734;5;597;10079;35
158987;8;598;1144;18
159062;10;599;11598;48
159523;9;600;2072;46
159631;6;601;11355;28
159913;4;602;10501;40
160209;8;603;3743;19
160315;6;604;5396;18
160458;9;605;9193;28
160841;3;606;9129;29
161189;5;607;13128;21
161508;1;608;13846;13
161948;6;609;14634;44
162278;7;610;3081;18
162368;2;611;3345;19
162550;10;612;9182;48
162909;7;613;3367;31
162994;8;614;4061;8
163133;2;615;12015;44
163614;2;616;3182;0
163742;2;617;3768;0
163935;9;618;8606;42
164294;6;619;5795;28
164446;9;620;6105;28
164687;8;621;1432;6
164760;3;622;8243;39
165076;5;623;1102;21
165123;3;624;9304;21
165494;6;625;12783;38
165801;5;626;1337;35
165846;1;627;10712;13
166200;9;628;7011;47
166470;9;629;11106;0
166945;1;630;9414;47
167227;5;631;5947;13
167387;3;632;1241;21
167453;5;633;1720;21
167493;5;634;4628;0
167614;1;635;8648;13
167875;5;636;4313;13
168000;2;637;5543;24
168232;4;638;3358;10
168341;9;639;6723;20
168647;1;640;10095;47
168959;10;641;2728;23
169088;7;642;4630;31
169204;4;643;3250;10
169312;1;644;6727;22
169527;4;645;7040;22
169732;8;646;11914;19
170029;4;647;4328;19
170163;9;648;6822;20
170426;9;649;4869;0
170656;2;650;7272;42
170992;6;651;14789;45
171307;6;652;1175;0
171367;5;653;3722;35
171492;9;654;11406;38
171951;4;655;10923;20
172279;6;656;6664;40
172439;7;657;6209;18
172581;7;658;5981;0
172717;7;659;14352;0
173044;7;660;4355;0
173174;10;661;1961;31
173245;10;662;9036;0
173614;9;663;9910;46
174042;10;664;13562;46
174558;5;665;14489;31
174909;4;666;9364;14
175176;3;667;9917;20
175546;2;668;14159;15
176158;6;669;10061;45
176401;9;670;3257;28
176556;3;671;5827;29
176788;1;672;9563;23
177109;9;673;5554;47
177365;2;674;14282;42
177982;6;675;8414;45
178180;8;676;13096;18
178493;7;677;13282;8
178811;5;678;7451;16
178998;1;679;1191;13
179050;2;680;12048;17
179547;3;681;14883;15
180099;4;682;5911;20
180255;4;683;14412;0
180645;2;684;14998;10
181260;3;685;11306;15
181693;9;686;1648;29
181799;2;687;8004;42
182168;10;688;9660;48
182513;10;689;5578;0
182744;7;690;7875;31
182939;5;691;14539;16
183292;4;692;13733;14
183674;3;693;7812;20
183993;10;694;6802;40
184284;2;695;10231;48
184736;9;696;8309;42
185094;5;697;1623;38
185170;9;698;4920;38
185407;1;699;11416;47
185757;3;700;13850;23
186252;3;701;2999;0
186408;7;702;12556;48
186702;8;703;10462;8
186946;8;704;2602;0
187055;10;705;13124;48
187555;5;706;11070;31
187827;4;707;10870;14
188134;3;708;5361;20
188374;7;709;6524;48
188542;2;710;13201;19
189119;10;711;10777;48
189550;9;712;9295;46
189908;9;713;5170;0
190135;6;714;2056;28
190197;7;715;10631;18
190457;6;716;4217;18
190591;1;717;11923;44
190955;3;718;5911;23
191167;3;719;8143;0
191473;2;720;8914;15
191874;8;721;13154;44
192198;6;722;5008;18
192350;2;723;3441;45
192503;3;724;11445;15
192951;8;725;8995;39
193169;7;726;10044;8
193398;7;727;6348;0
193574;10;728;8196;31
193907;3;729;2460;40
194035;10;730;6762;40
194300;1;731;10359;23
194609;5;732;4100;13
194726;3;733;4599;21
194939;7;734;8494;48
195149;5;735;14224;16
195493;1;736;3040;13
195597;2;737;8619;17
195942;2;738;2500;0
196042;2;739;8856;0
196421;5;740;10354;24
196675;1;741;12888;13
197066;4;742;1652;22
197132;1;743;14046;22
197578;6;744;10679;44
197834;9;745;11704;28
198332;1;746;3323;47
198471;6;747;12036;44
198763;5;748;2036;35
198825;4;749;4970;14
198998;10;750;13814;42
199528;6;751;10397;36
199790;4;752;12262;40
200153;6;753;7696;40
200352;5;754;2263;35
200426;3;755;12695;21
200900;4;756;11277;20
201207;7;757;5407;10
201340;4;758;4241;10
201452;4;759;7302;0
201655;2;760;5987;10
201914;7;761;14362;19
202241;7;762;10264;0
202500;9;763;13254;25
203035;7;764;6687;25
203219;1;765;1768;32
203295;8;766;13735;25
203633;6;767;8066;18
203850;2;768;6881;45
204171;6;769;8306;45
204348;6;770;9198;0
204579;5;771;8070;35
204767;5;772;1032;0
204791;5;773;5499;0
204919;5;774;3974;0
205012;5;775;4543;0
205136;8;776;13896;18
205504;2;777;9987;44
205919;3;778;9036;15
206282;10;779;10211;40
206647;10;780;10163;0
207056;9;781;1632;46
207166;1;782;3774;47
207274;1;783;6754;0
207484;2;784;3512;17
207625;2;785;13602;0
208214;8;786;12483;44
208553;10;787;9007;48
208921;9;788;3194;46
209072;6;789;10735;28
209339;3;790;8947;38
209679;4;791;6684;20
209897;10;792;12290;42
210378;4;793;12403;42
210724;8;794;13894;19
211087;3;795;8918;39
211427;5;796;13200;21
211750;7;797;13070;16
212056;8;798;7093;8
212239;5;799;4362;18
212372;10;800;1460;31
212473;2;801;5231;48
212700;1;802;8950;17
213000;6;803;13763;44
213329;10;804;8757;36
213690;8;805;2356;48
213770;1;806;4894;25
213923;5;807;5868;13
214081;3;808;7352;21
214359;2;809;4139;15
214567;9;810;4991;42
214784;7;811;4500;25
214918;10;812;9533;31
215290;5;813;12628;31
215605;3;814;1998;21
215706;9;815;7167;29
216007;7;816;4863;25
216126;8;817;3588;8
216228;5;818;2279;18
216295;4;819;6183;14
216478;3;820;6758;20
216749;9;821;4212;29
216953;2;822;3160;42
217125;6;823;3357;45
217232;5;824;4622;35
217356;7;825;4808;16
217476;4;826;4501;10
217595;4;827;9645;0
217863;5;828;13603;14
218194;4;829;6988;14
218388;2;830;11085;10
218851;7;831;13829;19
219174;8;832;5558;8
219322;5;833;11947;18
219600;5;834;4573;0
219738;10;835;3374;31
219882;1;836;11313;23
220229;10;837;7493;23
220528;5;838;6570;31
220694;1;839;11836;13
221050;2;840;4992;17
221260;4;841;14370;10
221653;5;842;9038;14
221888;2;843;7051;24
222219;10;844;3452;48
222391;8;845;8238;48
222583;8;846;14173;0
222952;3;847;8490;39
223295;8;848;13745;39
223633;6;849;12609;18
223920;8;850;11159;18
224188;7;851;3465;8
224277;4;852;7041;10
